Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/5/22,AQS,60371103,3,45.6,ppb,42,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/6/22,AQS,60371103,3,64.7,ppb,62,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/7/22,AQS,60371103,3,41.8,ppb,39,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/8/22,AQS,60371103,3,31,ppb,29,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/9/22,AQS,60371103,3,34.5,ppb,32,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/10/22,AQS,60371103,3,39.5,ppb,37,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/11/22,AQS,60371103,3,45.9,ppb,42,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/12/22,AQS,60371103,3,44.6,ppb,42,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/13/22,AQS,60371103,3,57.3,ppb,54,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/14/22,AQS,60371103,3,51.7,ppb,48,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/15/22,AQS,60371103,3,40.2,ppb,38,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/16/22,AQS,60371103,3,36.2,ppb,34,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/17/22,AQS,60371103,3,29.8,ppb,27,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/18/22,AQS,60371103,3,35.5,ppb,33,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/19/22,AQS,60371103,3,31.5,ppb,29,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/20/22,AQS,60371103,3,41.9,ppb,39,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/21/22,AQS,60371103,3,34.5,ppb,32,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/22/22,AQS,60371103,3,33.3,ppb,31,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/23/22,AQS,60371103,3,36.8,ppb,34,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/24/22,AQS,60371103,3,39.2,ppb,37,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/25/22,AQS,60371103,3,36.8,ppb,34,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/26/22,AQS,60371103,3,42.1,ppb,40,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/27/22,AQS,60371103,3,42.5,ppb,40,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/28/22,AQS,60371103,3,49.4,ppb,46,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/29/22,AQS,60371103,3,38.2,ppb,36,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/30/22,AQS,60371103,3,38.3,ppb,36,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/31/22,AQS,60371103,3,41.5,ppb,39,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/1/22,AQS,60371103,3,37.9,ppb,35,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/2/22,AQS,60371103,3,42,ppb,40,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/3/22,AQS,60371103,3,39.3,ppb,37,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/4/22,AQS,60371103,3,38.6,ppb,36,Los Angeles-North Main Street,22,92,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/5/22,AQS,60371103,3,41.7,ppb,39,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/6/22,AQS,60371103,3,43.4,ppb,41,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/7/22,AQS,60371103,3,48.5,ppb,45,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/8/22,AQS,60371103,3,51.5,ppb,48,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/9/22,AQS,60371103,3,50.5,ppb,47,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/10/22,AQS,60371103,3,50.4,ppb,47,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/11/22,AQS,60371103,3,51.3,ppb,48,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/12/22,AQS,60371103,3,49.5,ppb,46,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/13/22,AQS,60371103,3,40.2,ppb,38,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/14/22,AQS,60371103,3,38.5,ppb,36,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/15/22,AQS,60371103,3,15.9,ppb,14,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/16/22,AQS,60371103,3,28.7,ppb,26,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/17/22,AQS,60371103,3,39.2,ppb,37,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/18/22,AQS,60371103,3,41.5,ppb,39,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/19/22,AQS,60371103,3,35,ppb,33,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/20/22,AQS,60371103,3,27.9,ppb,25,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/21/22,AQS,60371103,3,24.2,ppb,23,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/22/22,AQS,60371103,3,15.3,ppb,14,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/23/22,AQS,60371103,3,15.7,ppb,14,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/24/22,AQS,60371103,3,35.6,ppb,33,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/25/22,AQS,60371103,3,38.4,ppb,36,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/26/22,AQS,60371103,3,40.4,ppb,38,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/27/22,AQS,60371103,3,40.9,ppb,38,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
2/28/22,AQS,60371103,3,52.2,ppb,49,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/1/22,AQS,60371103,3,41.9,ppb,39,Los Angeles-North Main Street,23,96,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/2/22,AQS,60371103,3,58.5,ppb,55,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/3/22,AQS,60371103,3,51.4,ppb,48,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/4/22,AQS,60371103,3,25,ppb,24,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/5/22,AQS,60371103,3,21.8,ppb,20,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/6/22,AQS,60371103,3,33.8,ppb,31,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/7/22,AQS,60371103,3,41.6,ppb,39,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/8/22,AQS,60371103,3,38.3,ppb,36,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/9/22,AQS,60371103,3,36.7,ppb,34,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/10/22,AQS,60371103,3,30.7,ppb,28,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/11/22,AQS,60371103,3,40.3,ppb,38,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/12/22,AQS,60371103,3,39.4,ppb,37,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/13/22,AQS,60371103,3,33.5,ppb,31,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/14/22,AQS,60371103,3,43.4,ppb,41,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/15/22,AQS,60371103,3,46.4,ppb,43,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/16/22,AQS,60371103,3,34.3,ppb,32,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/17/22,AQS,60371103,3,36.6,ppb,34,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/18/22,AQS,60371103,3,37.9,ppb,35,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/19/22,AQS,60371103,3,34.7,ppb,32,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/20/22,AQS,60371103,3,14.4,ppb,13,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/21/22,AQS,60371103,3,38.7,ppb,36,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/22/22,AQS,60371103,3,42.9,ppb,40,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/23/22,AQS,60371103,3,37.1,ppb,35,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/24/22,AQS,60371103,3,36.2,ppb,34,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/25/22,AQS,60371103,3,35.8,ppb,33,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/26/22,AQS,60371103,3,23.7,ppb,22,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/27/22,AQS,60371103,3,6.5,ppb,6,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/28/22,AQS,60371103,3,23.1,ppb,22,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/29/22,AQS,60371103,3,25.8,ppb,24,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/30/22,AQS,60371103,3,20.6,ppb,19,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
3/31/22,AQS,60371103,3,17.4,ppb,16,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/1/22,AQS,60371103,3,24.2,ppb,23,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/2/22,AQS,60371103,3,23.8,ppb,22,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/3/22,AQS,60371103,3,9.5,ppb,8,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/4/22,AQS,60371103,3,28.4,ppb,26,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/5/22,AQS,60371103,3,38,ppb,36,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/6/22,AQS,60371103,3,40.2,ppb,38,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/7/22,AQS,60371103,3,47,ppb,44,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/8/22,AQS,60371103,3,39.9,ppb,37,Los Angeles-North Main Street,20,83,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/9/22,AQS,60371103,3,36.4,ppb,34,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/10/22,AQS,60371103,3,6.8,ppb,6,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/11/22,AQS,60371103,3,12.2,ppb,11,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/12/22,AQS,60371103,3,8.5,ppb,8,Los Angeles-North Main Street,21,88,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/13/22,AQS,60371103,3,37.4,ppb,35,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/14/22,AQS,60371103,3,33.3,ppb,31,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/15/22,AQS,60371103,3,25.2,ppb,24,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/16/22,AQS,60371103,3,11.1,ppb,10,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/17/22,AQS,60371103,3,13.3,ppb,12,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/18/22,AQS,60371103,3,22.7,ppb,21,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/19/22,AQS,60371103,3,29.1,ppb,27,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/20/22,AQS,60371103,3,13.5,ppb,12,Los Angeles-North Main Street,23,96,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/21/22,AQS,60371103,3,24.9,ppb,23,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/22/22,AQS,60371103,3,20.5,ppb,19,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/23/22,AQS,60371103,3,34.3,ppb,32,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/24/22,AQS,60371103,3,27.6,ppb,25,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/25/22,AQS,60371103,3,47,ppb,44,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/26/22,AQS,60371103,3,44.6,ppb,42,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/27/22,AQS,60371103,3,16,ppb,15,Los Angeles-North Main Street,20,83,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/28/22,AQS,60371103,3,30.7,ppb,28,Los Angeles-North Main Street,22,92,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/29/22,AQS,60371103,3,29,ppb,27,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
4/30/22,AQS,60371103,3,30.3,ppb,28,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/1/22,AQS,60371103,3,20.9,ppb,19,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/2/22,AQS,60371103,3,18.9,ppb,17,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/3/22,AQS,60371103,3,19.5,ppb,18,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/4/22,AQS,60371103,3,27.9,ppb,25,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/5/22,AQS,60371103,3,31.6,ppb,29,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/6/22,AQS,60371103,3,37.7,ppb,35,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/7/22,AQS,60371103,3,19.9,ppb,18,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
5/8/22,AQS,60371103,3,8.3,ppb,8,Los Angeles-North Main Street,24,100,42602,Nitrogen dioxide (NO2),31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
