State,Tax,Year,Petrol_Consumption_Gal
North Carolina,24.2,2002,6972630000
North Dakota,21,2002,979902000
Nebraska,24.5,2002,1792770000
New Hampshire,18,2002,1376760000
New Jersey,10.5,2002,8961372000
New Mexico,17,2002,1899492000
Nevada,24,2002,1840188000
New York,8,2002,11864076000
Ohio,22,2002,9996714000
Oklahoma,16,2002,4239270000
Oregon,24,2002,2830464000
Pennsylvania,12,2002,10719198000
Rhode Island,28,2002,757428000
South Carolina,16,2002,3730608000
South Dakota,22,2002,952434000
Tennessee,20,2002,5709186000
Texas,20,2002,51713886000
Utah,24.5,2002,1992900000
Virginia,17.5,2002,6669390000
Vermont,19,2002,678972000
Washington,23,2002,5680458000
Wisconsin,27.3,2002,4840794000
West Virginia,20.5,2002,1747326000
Wyoming,13,2002,1130934000
Alaska,8,2001,2131164000
Alabama,19.3,2001,4206342000
Arkansas,21.7,2001,2784600000
Arizona,19,2001,4004994000
California,27.2,2001,27530916000
Colorado,22,2001,3636528000
Connecticut,25,2001,3186960000
"Washington, D.C.",20,2001,257628000
Delaware,23.5,2001,1034628000
Florida,28.9,2001,14697522000
Georgia,11.5,2001,7877688000
Hawaii,36.62,2001,1742118000
Iowa,21,2001,3229338000
Idaho,26,2001,1200402000
Illinois,36.55,2001,9855594000
Indiana,20.008,2001,6242124000
Kansas,22,2001,3010560000
Kentucky,21.4,2001,4898292000
Louisiana,20,2001,15859494000
Massachusetts,21.5,2001,5618550000
Maryland,23.5,2001,4347252000
Maine,22,2001,1709316000
Michigan,25.875,2001,7888062000
Minnesota,22,2001,5225136000
Missouri,17,2001,5713008000
Mississippi,20.4,2001,3696756000
Montana,27,2001,1191330000
North Carolina,24.35,2001,7151256000
North Dakota,21,2001,1110144000
Nebraska,24.8,2001,1714902000
New Hampshire,19.7,2001,1306368000
New Jersey,14.5,2001,9083928000
New Mexico,18,2001,1881558000
Nevada,33.805,2001,1927296000
New York,30.95,2001,12291342000
Ohio,22,2001,9826656000
Oklahoma,17,2001,4439988000
Oregon,24,2001,2720382000
Pennsylvania,26.5,2001,10894800000
Rhode Island,29,2001,767844000
South Carolina,16.75,2001,3743124000
South Dakota,24,2001,879942000
Tennessee,21.4,2001,5468694000
Texas,20,2001,50071812000
Utah,24.5,2001,2016546000
Virginia,20.1,2001,6868890000
Vermont,20,2001,713328000
Washington,23,2001,5921748000
Wisconsin,30.3,2001,4786236000
West Virginia,25.35,2001,1674666000
Wyoming,14,2001,1176840000
Alaska,8,2000,2037000000
Alabama,18,2000,4360356000
Arkansas,19.7,2000,2829876000
Arizona,18,2000,3905832000
California,18,2000,27364260000
Colorado,22,2000,3498852000
Connecticut,32,2000,3244290000
"Washington, D.C.",20,2000,266154000
Delaware,23,2000,977634000
Florida,13.3,2000,14470680000
Georgia,7.5,2000,7922418000
Hawaii,16,2000,1704822000
Iowa,20,2000,3379488000
Idaho,26,2000,1289232000
Illinois,19.3,2000,10072524000
Indiana,15,2000,6622560000
Kansas,20,2000,3224004000
Kentucky,16.4,2000,4647216000
Louisiana,20,2000,17991246000
Massachusetts,21,2000,5614476000
Maryland,23.5,2000,4201176000
Maine,22,2000,1932378000
Michigan,19,2000,7946988000
Minnesota,20,2000,5265876000
Missouri,17.05,2000,5357478000
Mississippi,18.4,2000,3520146000
Montana,27,2000,1245384000
North Carolina,22.25,2000,7186662000
North Dakota,21,2000,946596000
Nebraska,24.8,2000,1765596000
New Hampshire,18.7,2000,1327032000
New Jersey,10.5,2000,9055242000
New Mexico,18,2000,1812342000
Nevada,24,2000,1824816000
New York,8,2000,12162108000
Ohio,22,2000,9824430000
Oklahoma,17,2000,3955770000
Oregon,24,2000,2904552000
Pennsylvania,25.9,2000,10716888000
Rhode Island,29,2000,748230000
South Carolina,16,2000,3696672000
South Dakota,22,2000,926394000
Tennessee,21.4,2000,5391666000
Texas,20,2000,50405670000
Utah,24.75,2000,2065518000
Virginia,17.5,2000,6728232000
Vermont,20,2000,697746000
Washington,23,2000,6376608000
Wisconsin,25.8,2000,4745706000
West Virginia,25.35,2000,1593186000
Wyoming,14,2000,1094940000
